index,board,nPages,date,nTopics_est
11,"('Official section', 'News')",1,2015-06-04,25
12,"('Official section', 'Info')",1,2015-06-04,25
0,"('General Category', 'General Discussion')",228,2015-06-07,11375
1,"('General Category', 'Access vendor-only forum')",1,2015-06-07,25
2,"('General Category', 'Security Discussion')",19,2015-06-07,925
3,"('General Category', 'Product Offers')",74,2015-06-07,3675
4,"('Local forums', 'German')",14,2015-06-07,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-06-07,125
6,"('General Category', 'Newbie Section ')",169,2015-06-07,8425
7,"('General Category', 'Referral Links')",122,2015-06-07,6075
8,"('Community', 'Drug Safety')",2,2015-06-07,75
9,"('General Category', 'New Features')",5,2015-06-07,225
10,"('General Category', 'Bugs')",7,2015-06-07,325
11,"('General Category', 'Product Categories')",9,2015-06-07,425
12,"('Offtopic', 'Generic randomness')",8,2015-06-07,375
13,"('Official section', 'News')",1,2015-06-07,25
14,"('Official section', 'Info')",1,2015-06-07,25
15,"('General Category', 'Vendor Discussion')",94,2015-06-07,4675
0,"('General Category', 'General Discussion')",228,2015-06-11,11375
1,"('General Category', 'Access vendor-only forum')",1,2015-06-11,25
2,"('General Category', 'Security Discussion')",19,2015-06-11,925
3,"('General Category', 'Product Offers')",74,2015-06-11,3675
4,"('Local forums', 'German')",14,2015-06-11,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-06-11,125
6,"('General Category', 'Newbie Section ')",170,2015-06-11,8475
7,"('General Category', 'Referral Links')",122,2015-06-11,6075
8,"('Community', 'Drug Safety')",2,2015-06-11,75
9,"('General Category', 'New Features')",5,2015-06-11,225
10,"('General Category', 'Bugs')",7,2015-06-11,325
11,"('General Category', 'Product Categories')",9,2015-06-11,425
12,"('Offtopic', 'Generic randomness')",8,2015-06-11,375
13,"('Official section', 'News')",1,2015-06-11,25
14,"('Official section', 'Info')",1,2015-06-11,25
15,"('General Category', 'Vendor Discussion')",94,2015-06-11,4675
0,"('General Category', 'General Discussion')",231,2015-06-12,11525
1,"('General Category', 'Access vendor-only forum')",1,2015-06-12,25
2,"('General Category', 'Security Discussion')",19,2015-06-12,925
3,"('General Category', 'Product Offers')",74,2015-06-12,3675
4,"('Local forums', 'German')",14,2015-06-12,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-06-12,125
6,"('General Category', 'Newbie Section ')",173,2015-06-12,8625
7,"('General Category', 'Referral Links')",122,2015-06-12,6075
8,"('Community', 'Drug Safety')",2,2015-06-12,75
9,"('General Category', 'New Features')",5,2015-06-12,225
10,"('General Category', 'Bugs')",7,2015-06-12,325
11,"('General Category', 'Product Categories')",9,2015-06-12,425
12,"('Offtopic', 'Generic randomness')",8,2015-06-12,375
13,"('Official section', 'News')",1,2015-06-12,25
14,"('Official section', 'Info')",1,2015-06-12,25
15,"('General Category', 'Vendor Discussion')",95,2015-06-12,4725
0,"('General Category', 'General Discussion')",231,2015-06-15,11525
1,"('General Category', 'Access vendor-only forum')",1,2015-06-15,25
2,"('General Category', 'Security Discussion')",19,2015-06-15,925
3,"('General Category', 'Product Offers')",75,2015-06-15,3725
4,"('Local forums', 'German')",14,2015-06-15,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-06-15,125
6,"('General Category', 'Newbie Section ')",175,2015-06-15,8725
7,"('General Category', 'Referral Links')",122,2015-06-15,6075
8,"('Community', 'Drug Safety')",2,2015-06-15,75
9,"('General Category', 'New Features')",5,2015-06-15,225
10,"('General Category', 'Bugs')",7,2015-06-15,325
11,"('General Category', 'Product Categories')",9,2015-06-15,425
12,"('Offtopic', 'Generic randomness')",8,2015-06-15,375
13,"('Official section', 'News')",1,2015-06-15,25
14,"('Official section', 'Info')",1,2015-06-15,25
15,"('General Category', 'Vendor Discussion')",95,2015-06-15,4725
0,"('General Category', 'General Discussion')",230,2015-06-20,11475
1,"('General Category', 'Access vendor-only forum')",1,2015-06-20,25
2,"('General Category', 'Security Discussion')",19,2015-06-20,925
3,"('General Category', 'Product Offers')",75,2015-06-20,3725
4,"('Local forums', 'German')",14,2015-06-20,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-06-20,125
6,"('General Category', 'Newbie Section ')",175,2015-06-20,8725
7,"('General Category', 'Referral Links')",122,2015-06-20,6075
8,"('Community', 'Drug Safety')",2,2015-06-20,75
9,"('General Category', 'New Features')",5,2015-06-20,225
10,"('General Category', 'Bugs')",7,2015-06-20,325
11,"('General Category', 'Product Categories')",9,2015-06-20,425
12,"('Offtopic', 'Generic randomness')",8,2015-06-20,375
13,"('Official section', 'News')",1,2015-06-20,25
14,"('Official section', 'Info')",1,2015-06-20,25
15,"('General Category', 'Vendor Discussion')",95,2015-06-20,4725
0,"('General Category', 'General Discussion')",231,2015-06-22,11525
1,"('General Category', 'Access vendor-only forum')",1,2015-06-22,25
2,"('General Category', 'Security Discussion')",19,2015-06-22,925
3,"('General Category', 'Product Offers')",75,2015-06-22,3725
4,"('Local forums', 'German')",14,2015-06-22,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-06-22,125
6,"('General Category', 'Newbie Section ')",175,2015-06-22,8725
7,"('General Category', 'Referral Links')",122,2015-06-22,6075
8,"('Community', 'Drug Safety')",2,2015-06-22,75
9,"('General Category', 'New Features')",5,2015-06-22,225
10,"('General Category', 'Bugs')",7,2015-06-22,325
11,"('General Category', 'Product Categories')",9,2015-06-22,425
12,"('Offtopic', 'Generic randomness')",8,2015-06-22,375
13,"('Official section', 'News')",1,2015-06-22,25
14,"('Official section', 'Info')",1,2015-06-22,25
15,"('General Category', 'Vendor Discussion')",95,2015-06-22,4725
0,"('General Category', 'General Discussion')",231,2015-06-26,11525
1,"('General Category', 'Access vendor-only forum')",1,2015-06-26,25
2,"('General Category', 'Security Discussion')",19,2015-06-26,925
3,"('General Category', 'Product Offers')",76,2015-06-26,3775
4,"('Local forums', 'German')",14,2015-06-26,675
5,"('Community', 'Philosophy, Economics and Justice')",2,2015-06-26,75
6,"('General Category', 'Newbie Section ')",178,2015-06-26,8875
7,"('General Category', 'Referral Links')",125,2015-06-26,6225
8,"('Community', 'Drug Safety')",2,2015-06-26,75
9,"('General Category', 'New Features')",5,2015-06-26,225
10,"('General Category', 'Bugs')",7,2015-06-26,325
11,"('General Category', 'Product Categories')",9,2015-06-26,425
12,"('Offtopic', 'Generic randomness')",8,2015-06-26,375
13,"('Official section', 'News')",1,2015-06-26,25
14,"('Official section', 'Info')",1,2015-06-26,25
15,"('General Category', 'Vendor Discussion')",95,2015-06-26,4725
0,"('General Category', 'General Discussion')",231,2015-06-28,11525
1,"('General Category', 'Access vendor-only forum')",1,2015-06-28,25
2,"('General Category', 'Security Discussion')",19,2015-06-28,925
3,"('General Category', 'Product Offers')",76,2015-06-28,3775
4,"('Local forums', 'German')",14,2015-06-28,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-06-28,125
6,"('General Category', 'Newbie Section ')",176,2015-06-28,8775
7,"('General Category', 'Referral Links')",626,2015-06-28,31275
8,"('Community', 'Drug Safety')",2,2015-06-28,75
9,"('General Category', 'New Features')",5,2015-06-28,225
10,"('General Category', 'Bugs')",7,2015-06-28,325
11,"('General Category', 'Product Categories')",9,2015-06-28,425
12,"('Offtopic', 'Generic randomness')",8,2015-06-28,375
13,"('Official section', 'News')",1,2015-06-28,25
14,"('General Category', 'Vendor Discussion')",96,2015-06-28,4775
0,"('General Category', 'General Discussion')",231,2015-06-30,11525
1,"('General Category', 'Access vendor-only forum')",1,2015-06-30,25
2,"('General Category', 'Security Discussion')",19,2015-06-30,925
3,"('General Category', 'Product Offers')",76,2015-06-30,3775
4,"('Local forums', 'German')",14,2015-06-30,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-06-30,125
6,"('General Category', 'Newbie Section ')",176,2015-06-30,8775
7,"('General Category', 'Referral Links')",997,2015-06-30,49825
8,"('Community', 'Drug Safety')",2,2015-06-30,75
9,"('General Category', 'New Features')",5,2015-06-30,225
10,"('General Category', 'Bugs')",7,2015-06-30,325
11,"('General Category', 'Product Categories')",9,2015-06-30,425
12,"('Offtopic', 'Generic randomness')",8,2015-06-30,375
13,"('Official section', 'News')",1,2015-06-30,25
14,"('Official section', 'Info')",1,2015-06-30,25
15,"('General Category', 'Vendor Discussion')",96,2015-06-30,4775
0,"('General Category', 'General Discussion')",231,2015-07-01,11525
1,"('General Category', 'Access vendor-only forum')",1,2015-07-01,25
2,"('General Category', 'Security Discussion')",19,2015-07-01,925
3,"('General Category', 'Product Offers')",76,2015-07-01,3775
4,"('Local forums', 'German')",14,2015-07-01,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-07-01,125
6,"('General Category', 'Newbie Section ')",179,2015-07-01,8925
7,"('General Category', 'Referral Links')",1125,2015-07-01,56225
8,"('Community', 'Drug Safety')",3,2015-07-01,125
9,"('General Category', 'New Features')",6,2015-07-01,275
10,"('General Category', 'Bugs')",7,2015-07-01,325
11,"('General Category', 'Product Categories')",9,2015-07-01,425
12,"('Offtopic', 'Generic randomness')",8,2015-07-01,375
13,"('Official section', 'News')",1,2015-07-01,25
14,"('Official section', 'Info')",1,2015-07-01,25
15,"('General Category', 'Vendor Discussion')",95,2015-07-01,4725
0,"('General Category', 'General Discussion')",232,2015-07-06,11575
1,"('General Category', 'Security Discussion')",19,2015-07-06,925
2,"('General Category', 'Product Offers')",77,2015-07-06,3825
3,"('Local forums', 'German')",14,2015-07-06,675
4,"('Offtopic', 'Generic randomness')",8,2015-07-06,375
5,"('Official section', 'News')",1,2015-07-06,25
6,"('Official section', 'Info')",1,2015-07-06,25
7,"('General Category', 'Vendor Discussion')",96,2015-07-06,4775
